Order Date,Product Name,Sales
2022-08-27,Yoga Mat,1113
2024-04-29,Robot Vacuum,4089
2022-07-01,Bluetooth Speaker,302
2021-06-27,Decorative Light,2871
2022-01-28,Air Purifier,3681
2021-04-04,Smart Watch,1148
2021-05-10,Smart Bulb,95
2020-10-14,Wireless Charger,2406
2021-06-06,Decorative Light,805
2023-01-15,Flower Vase,3166
2024-02-22,Room Heater,4416
2024-02-22,Espresso Machine,3208
2021-03-20,Cool Drink,2613
2021-06-08,Bluetooth Speaker,4168
2020-11-24,Yoga Mat,3145
2023-01-27,Wireless Charger,1260
2023-05-19,LED TV,3177
2023-08-05,Electric Toothbrush,3113
2023-12-23,Air Purifier,3783
2022-10-16,Smart Bulb,375
2024-08-01,Flower Vase,1471
2021-06-06,Bluetooth Speaker,4873
2023-05-31,Smart Watch,1344
2024-02-24,Electric Toothbrush,3923
2024-03-03,Espresso Machine,3196
2021-08-17,Noise Cancelling Headphones,3189
2020-12-12,Robot Vacuum,500
2022-01-09,Cool Drink,3172
2022-06-02,Table Fan,4671
2022-03-10,Decorative Light,4128
2024-03-01,Cool Drink,3137
2020-11-11,Flower Vase,2176
2020-08-25,Espresso Machine,4315
2024-11-14,Cool Drink,3320
2024-10-23,Bluetooth Speaker,3980
2020-08-17,Flower Vase,1386
2021-11-19,Decorative Light,4737
2023-12-13,Bluetooth Speaker,3805
2021-10-01,Cool Drink,3923
2020-11-01,Noise Cancelling Headphones,3719
2021-02-15,Decorative Light,255
2021-11-23,Wireless Charger,2427
2023-05-13,Bluetooth Speaker,701
2020-07-27,Laptop Stand,2257
2022-01-02,Espresso Machine,2526
2024-06-22,Flower Vase,4705
2023-09-30,Laptop Stand,2284
2021-08-11,LED TV,2169
2020-06-17,Electric Toothbrush,1816
2023-04-17,Table Fan,1358
2023-05-18,Noise Cancelling Headphones,4087
2021-10-17,Smart Bulb,3884
2023-12-28,Laptop Stand,4027
2022-06-17,Smart Watch,1536
2020-09-24,Robot Vacuum,4534
2020-12-28,Wireless Charger,133
2024-11-18,Table Fan,1067
2023-06-06,Wireless Charger,3483
2021-05-04,Wireless Charger,4638
2021-02-08,Noise Cancelling Headphones,1803
2021-08-11,Smart Watch,4238
2024-05-13,Noise Cancelling Headphones,4610
2020-07-26,LED TV,3625
2023-06-24,Smart Bulb,1528
2023-01-14,Room Heater,4288
2024-04-05,Bluetooth Speaker,1650
2021-08-23,Cool Drink,1020
2023-07-24,Laptop Stand,2726
2025-04-07,Cool Drink,1266
2020-07-26,Robot Vacuum,2548
2021-12-24,Smart Watch,4105
2023-10-10,Bluetooth Speaker,3469
2023-05-20,Air Purifier,2918
2020-11-05,Yoga Mat,520
2022-04-08,Wireless Charger,2126
2020-11-23,Yoga Mat,3572
2022-03-02,Air Purifier,239
2022-04-05,LED TV,1083
2024-09-19,LED TV,868
2024-07-19,Smart Watch,4227
2023-02-25,Yoga Mat,2327
2020-09-01,Bluetooth Speaker,502
2021-02-15,Noise Cancelling Headphones,4528
2021-05-06,Laptop Stand,1772
2020-09-18,Espresso Machine,2799
2024-03-02,Smart Watch,163
2025-03-27,Wireless Charger,4617
2022-11-04,Smart Watch,876
2024-11-26,Decorative Light,361
2024-07-08,Cool Drink,723
2022-10-03,Smart Watch,353
2023-03-14,Air Purifier,3476
2024-01-22,Noise Cancelling Headphones,3734
2023-09-26,Flower Vase,265
2020-10-24,Room Heater,3252
2021-07-11,Table Fan,1895
2022-03-17,Cool Drink,219
2022-08-09,Room Heater,2685
2025-04-05,Robot Vacuum,1651
2021-03-11,Noise Cancelling Headphones,342
2024-11-15,Robot Vacuum,4276
2022-05-18,Air Purifier,1632
2025-01-25,Espresso Machine,1100
2021-06-07,Room Heater,1561
2021-07-06,Robot Vacuum,4262
2022-03-28,Robot Vacuum,3432
2024-11-18,Wireless Charger,4811
2021-02-08,Air Purifier,3768
2021-11-06,Yoga Mat,2263
2022-12-28,Bluetooth Speaker,200
2024-01-03,Decorative Light,4407
2022-01-10,Wireless Charger,282
2022-10-09,Bluetooth Speaker,2422
2022-12-08,Wireless Charger,4442
2024-03-28,Air Purifier,1145
2024-01-23,Electric Toothbrush,3901
2023-02-11,Electric Toothbrush,1908
2022-10-03,Decorative Light,2527
2022-09-17,Laptop Stand,2577
2020-11-14,Electric Toothbrush,2529
2024-09-20,Electric Toothbrush,1132
2021-08-26,Noise Cancelling Headphones,3216
2024-01-07,Smart Watch,1084
2021-11-02,Laptop Stand,4492
2020-11-29,Noise Cancelling Headphones,2935
2020-07-08,Laptop Stand,3582
2023-08-30,Smart Watch,3698
2022-02-27,LED TV,4854
2022-03-25,Laptop Stand,3229
2021-09-05,Yoga Mat,1561
2023-03-04,Table Fan,2206
2020-09-28,Table Fan,3864
2024-07-27,Robot Vacuum,3128
2021-11-23,Room Heater,3671
2021-04-21,Smart Watch,3400
2024-11-11,Bluetooth Speaker,3266
2024-10-14,Electric Toothbrush,3632
2021-05-15,Smart Watch,1974
2025-04-05,Robot Vacuum,244
2023-04-07,Flower Vase,2220
2023-08-28,Cool Drink,2872
2024-10-29,Decorative Light,3187
2022-11-17,Electric Toothbrush,1084
2023-12-22,Laptop Stand,869
2023-05-13,Electric Toothbrush,4252
2025-02-22,Wireless Charger,3375
2025-02-27,Bluetooth Speaker,1949
2023-10-25,Smart Watch,630
2020-11-26,Wireless Charger,452
2024-08-07,Electric Toothbrush,1277
2023-07-02,Flower Vase,1383
2023-03-03,Wireless Charger,4292
2021-05-01,Air Purifier,1550
2022-04-29,Smart Bulb,4033
2022-05-28,Smart Bulb,1117
2023-09-21,Decorative Light,4058
2024-01-05,Table Fan,1262
2023-05-09,Decorative Light,1385
2024-02-12,Wireless Charger,1457
2021-09-13,Yoga Mat,1411
2021-05-31,Smart Watch,3583
2020-07-10,LED TV,2021
2024-04-08,Room Heater,1955
2022-09-26,Smart Watch,1824
2024-07-07,Noise Cancelling Headphones,794
2020-08-18,Yoga Mat,3252
2025-04-19,Wireless Charger,2983
2020-11-19,Yoga Mat,2109
2025-04-21,Room Heater,148
2022-05-16,Cool Drink,4683
2023-04-14,Air Purifier,4060
2025-01-09,Cool Drink,478
2022-03-07,Electric Toothbrush,1708
2021-08-13,Wireless Charger,2184
2022-08-03,Yoga Mat,219
2022-05-29,Yoga Mat,2423
2023-05-11,Yoga Mat,4465
2024-03-18,Cool Drink,666
2022-06-08,Air Purifier,915
2021-01-23,Noise Cancelling Headphones,2577
2021-09-30,Air Purifier,4495
2021-05-18,Electric Toothbrush,425
2024-09-13,Table Fan,1772
2023-01-19,Bluetooth Speaker,3057
2025-03-29,Bluetooth Speaker,3339
2022-01-26,Room Heater,2540
2020-06-27,Smart Watch,4562
2021-02-07,Bluetooth Speaker,4328
2024-06-04,Wireless Charger,706
2023-10-30,Yoga Mat,1859
2024-03-28,Flower Vase,636
2024-11-24,Bluetooth Speaker,4811
2020-12-05,Yoga Mat,1553
2025-01-04,Room Heater,398
2023-07-02,Noise Cancelling Headphones,4613
2021-07-12,Yoga Mat,596
2025-01-22,Bluetooth Speaker,67
2024-09-06,Yoga Mat,193
2024-03-10,Smart Bulb,3036
2022-03-01,Flower Vase,3575
2020-08-31,LED TV,2637
2023-10-06,Room Heater,1190
2024-08-29,Air Purifier,3989
2021-09-16,Espresso Machine,3623
2024-04-13,Table Fan,4808
2024-08-14,Room Heater,2181
2021-05-07,Flower Vase,2397
2022-07-13,Table Fan,3085
2024-10-24,Wireless Charger,670
2025-01-04,Cool Drink,3629
2020-05-04,Robot Vacuum,3718
2024-12-31,Decorative Light,3318
2022-12-10,Yoga Mat,2120
2020-05-09,Bluetooth Speaker,751
2022-03-15,Smart Bulb,807
2025-02-22,Smart Watch,671
2020-06-24,Smart Bulb,1071
2023-01-19,Yoga Mat,2949
2024-03-20,Bluetooth Speaker,4420
2025-03-15,Smart Watch,3219
2025-02-10,Yoga Mat,3606
2021-11-04,Noise Cancelling Headphones,653
2022-02-01,Flower Vase,4309
2024-06-03,LED TV,4588
2021-04-09,Smart Bulb,4765
2025-03-25,Smart Bulb,349
2023-08-18,Air Purifier,4489
2021-08-17,LED TV,1686
2022-11-17,Noise Cancelling Headphones,3823
2023-11-10,LED TV,3676
2024-07-28,Wireless Charger,1653
2022-01-16,Bluetooth Speaker,4321
2022-09-19,Smart Bulb,2707
2024-04-29,Air Purifier,4290
2025-02-22,Decorative Light,4396
2020-11-23,Cool Drink,1244
2020-04-29,Cool Drink,3878
2023-08-30,Table Fan,3880
2022-08-18,LED TV,82
2023-01-26,LED TV,466
2023-10-13,Yoga Mat,4962
2025-02-17,Table Fan,1894
2021-10-13,LED TV,2422
2020-07-06,Flower Vase,2890
2021-02-24,Yoga Mat,2467
2024-05-29,Room Heater,4748
2025-04-06,Espresso Machine,1311
2020-06-30,Room Heater,859
2020-08-06,Electric Toothbrush,111
2022-02-18,Smart Bulb,4191
2023-08-27,LED TV,1278
2024-07-10,Smart Bulb,4831
2022-04-25,Flower Vase,1715
2023-06-05,Cool Drink,4585
2024-01-31,LED TV,1489
2023-05-06,Room Heater,4879
2024-10-11,LED TV,570
2021-04-01,Flower Vase,1648
2023-11-25,Espresso Machine,731
2023-01-01,Bluetooth Speaker,4633
2025-03-11,Yoga Mat,1381
2022-07-09,Yoga Mat,3437
2023-01-07,Flower Vase,1540
2023-04-24,Yoga Mat,241
2021-06-09,Smart Watch,3586
2021-07-11,Table Fan,2038
2020-11-07,Noise Cancelling Headphones,1016
2021-05-22,Smart Bulb,1381
2020-08-20,Smart Watch,4142
2022-07-06,Room Heater,174
2022-03-05,Flower Vase,156
2022-08-23,Espresso Machine,1180
2023-05-25,LED TV,4524
2022-03-19,Smart Bulb,3503
2024-02-06,Decorative Light,2964
2021-05-12,Espresso Machine,604
2024-10-01,Yoga Mat,4155
2021-07-14,Flower Vase,341
2023-11-14,Bluetooth Speaker,402
2020-10-06,Espresso Machine,1633
2022-11-08,Yoga Mat,1882
2021-08-31,Smart Bulb,1051
2020-10-01,Cool Drink,1293
2024-05-24,Table Fan,740
2020-10-17,Bluetooth Speaker,1607
2023-06-03,Laptop Stand,1673
2022-02-27,Room Heater,3048
2023-05-05,Smart Watch,3393
2024-04-23,Yoga Mat,3479
2021-10-15,LED TV,4471
2023-09-13,Espresso Machine,1128
2021-09-26,Electric Toothbrush,1081
2023-05-06,Flower Vase,3513
2020-11-11,Noise Cancelling Headphones,2781
2021-01-11,Wireless Charger,4045
2021-01-25,Laptop Stand,3146
2021-07-17,Laptop Stand,4742
2022-04-12,Robot Vacuum,4419
2020-07-08,Flower Vase,2458
2024-09-20,Espresso Machine,4085
2022-01-21,LED TV,4844
2024-01-19,Wireless Charger,2533
2024-01-13,Smart Watch,1484
2021-10-12,Noise Cancelling Headphones,1645
2020-09-13,Room Heater,1420
2022-03-11,Decorative Light,609
2024-05-10,Electric Toothbrush,216
2022-10-15,Noise Cancelling Headphones,1919
2021-08-23,Smart Bulb,1054
2024-02-27,Table Fan,3526
2020-08-13,LED TV,2718
2020-06-01,Air Purifier,4488
2021-02-17,Laptop Stand,184
2021-02-08,Wireless Charger,4190
2020-09-14,Flower Vase,1065
2020-12-08,Air Purifier,4111
2021-09-02,Robot Vacuum,2809
2021-04-06,Table Fan,1311
2024-06-11,Yoga Mat,2857
2022-08-17,Smart Watch,2221
2022-11-20,Robot Vacuum,1079
2024-11-10,Flower Vase,4584
2024-12-31,Cool Drink,3321
2023-10-26,Electric Toothbrush,2863
2023-12-06,Yoga Mat,2440
2022-06-25,Bluetooth Speaker,1843
2022-03-15,Robot Vacuum,3917
2024-10-12,Laptop Stand,1847
2023-11-20,Electric Toothbrush,3109
2021-03-23,Bluetooth Speaker,4270
2022-06-15,Laptop Stand,3367
2022-03-23,Noise Cancelling Headphones,256
2022-01-28,Wireless Charger,837
2024-05-09,Bluetooth Speaker,3352
2020-11-14,Smart Watch,1860
2023-07-18,Room Heater,333
2024-07-05,Decorative Light,3794
2021-12-25,Air Purifier,3805
2020-06-13,Robot Vacuum,4102
2020-11-12,Room Heater,2783
2021-02-22,Air Purifier,4211
2022-02-06,Table Fan,2127
2024-02-24,Air Purifier,4040
2020-05-25,Espresso Machine,2485
2024-03-14,Yoga Mat,182
2023-12-21,Electric Toothbrush,903
2022-05-31,Wireless Charger,4429
2022-04-20,Electric Toothbrush,4582
2020-05-14,Laptop Stand,1033
2024-12-12,Noise Cancelling Headphones,2403
2020-10-11,Noise Cancelling Headphones,2756
2024-01-20,Cool Drink,4355
2025-01-02,Wireless Charger,1411
2022-09-05,LED TV,4224
2022-05-03,Bluetooth Speaker,3995
2024-06-18,Laptop Stand,2705
2021-03-26,Air Purifier,276
2020-12-06,Wireless Charger,234
2022-07-22,Robot Vacuum,479
2022-12-07,Table Fan,4559
2022-12-21,Robot Vacuum,3605
2020-10-21,Smart Bulb,3113
2025-03-02,Laptop Stand,3067
2022-12-05,Robot Vacuum,1286
2023-03-25,Noise Cancelling Headphones,2126
2022-12-24,Yoga Mat,503
2021-05-02,Espresso Machine,983
2022-10-15,LED TV,1145
2025-04-12,Yoga Mat,492
2022-03-21,Room Heater,2623
2023-05-15,Cool Drink,2158
2025-03-03,Air Purifier,1826
2022-04-06,Robot Vacuum,2313
2022-02-22,Decorative Light,2101
2023-06-26,Flower Vase,3683
2024-01-12,Bluetooth Speaker,1054
2020-11-26,Room Heater,4933
2023-08-16,Electric Toothbrush,4016
2023-01-11,Espresso Machine,3270
2020-11-09,Air Purifier,3602
2021-03-21,Table Fan,3074
2020-08-22,Smart Bulb,170
2021-05-06,Air Purifier,4855
2022-06-30,Yoga Mat,153
2021-05-06,Wireless Charger,3137
2024-07-22,Yoga Mat,700
2022-10-25,Flower Vase,939
2020-11-01,Espresso Machine,1230
2025-03-07,Decorative Light,1500
2024-04-22,Flower Vase,1081
2021-11-03,Smart Watch,2326
2021-11-26,Laptop Stand,4731
2021-09-20,LED TV,3447
2022-10-16,Cool Drink,3523
2023-11-06,Smart Watch,1371
2021-10-15,Laptop Stand,1149
2021-07-04,Wireless Charger,3348
2022-08-27,Laptop Stand,2422
2024-03-21,Flower Vase,2885
2022-01-07,Yoga Mat,3389
2021-04-22,Yoga Mat,4650
2022-09-08,Bluetooth Speaker,198
2023-05-21,Laptop Stand,2715
2020-10-01,Smart Watch,3037
2021-03-20,Decorative Light,4361
2023-01-25,Noise Cancelling Headphones,3377
2020-11-20,Flower Vase,4550
2024-04-25,Room Heater,234
2022-12-21,Bluetooth Speaker,2870
2024-05-14,Wireless Charger,2420
2021-01-28,Cool Drink,1148
2025-01-08,Air Purifier,2649
2021-01-10,Air Purifier,388
2023-05-09,Laptop Stand,432
2022-10-12,Wireless Charger,2386
2024-03-28,Wireless Charger,522
2025-03-30,Smart Watch,370
2023-02-11,Robot Vacuum,4275
2020-11-12,LED TV,1072
2024-10-25,Decorative Light,4493
2023-10-07,Air Purifier,4087
2024-10-29,Electric Toothbrush,2529
2021-11-18,Decorative Light,4246
2023-12-03,Laptop Stand,3885
2025-01-02,Wireless Charger,4622
2021-10-06,Noise Cancelling Headphones,528
2024-11-06,Room Heater,906
2022-09-07,Noise Cancelling Headphones,1797
2024-10-05,Room Heater,4323
2024-01-03,Flower Vase,2726
2021-08-23,LED TV,4707
2022-02-14,Flower Vase,4546
